card_brand,card_type,has_chip,num_cards_issued,credit_limit,acct_open_date,year_pin_last_changed,card_on_dark_web,account_age,pin_age,card_brand_encoded
1.0,1.0,1,1,21200.0,2005-04-01,2026,0,21,0,1
2.0,0.0,1,1,20560.0,2009-10-01,2024,0,17,2,2
1.0,0.0,1,2,3095.0,2008-06-01,2026,0,18,0,1
1.0,0.0,1,2,43879.0,2006-08-01,2015,0,20,11,1
1.0,1.0,1,1,10200.0,2020-02-01,2020,0,6,6,1
2.0,0.0,1,2,16332.0,2012-08-01,2026,0,14,0,2
2.0,0.0,1,1,2289.0,2011-04-01,2025,0,15,1,2
1.0,0.0,1,1,17995.0,2013-05-01,2013,0,13,13,1
1.0,1.0,1,1,14900.0,2001-09-01,2022,0,25,4,1
1.0,0.0,1,1,11934.0,2020-02-01,2020,0,6,6,1
2.0,0.0,1,2,6513.0,2020-02-01,2020,0,6,6,2
1.0,1.0,1,2,1500.0,2009-08-01,2024,0,17,2,1
2.0,1.0,1,2,8300.0,2009-07-01,2025,0,17,1,2
2.0,1.0,1,2,87.0,2020-02-01,2020,0,6,6,2
1.0,0.0,1,1,14104.0,2011-10-01,2025,0,15,1,1
1.0,0.0,1,2,14725.0,2011-06-01,2025,0,15,1,1
2.0,0.0,1,2,12016.0,2008-10-01,2025,0,18,1,2
1.0,0.0,1,2,22567.0,2008-08-01,2024,0,18,2,1
2.0,0.0,1,2,26743.0,2006-11-01,2013,0,20,13,2
2.0,0.0,1,1,16722.0,2000-06-01,2021,0,26,5,2
2.0,0.0,1,2,9521.0,2006-08-01,2007,0,20,19,2
1.0,0.0,1,1,14253.0,2014-08-01,2014,0,12,12,1
2.0,0.0,1,2,15652.0,2011-04-01,2025,0,15,1,2
1.0,1.0,1,2,6900.0,2008-09-01,2025,0,18,1,0
1.0,0.0,1,1,13378.0,2009-02-01,2024,0,17,2,1
2.0,0.0,1,2,15516.0,1998-09-01,2014,0,28,12,2
2.0,0.0,1,2,9956.0,2005-07-01,2010,0,21,16,2
1.0,0.0,1,1,3614.0,2009-10-01,2024,0,17,2,1
2.0,0.0,1,2,5992.0,2010-11-01,2025,0,16,1,2
1.0,0.0,1,2,31219.0,2020-02-01,2020,0,6,6,1
1.0,0.0,1,1,20619.0,2018-07-01,2018,0,8,8,1
1.0,1.0,1,1,74.0,2009-10-01,2024,0,17,2,1
2.0,0.0,1,1,22768.0,2020-02-01,2020,0,6,6,2
2.0,1.0,0,1,3000.0,2020-02-01,2020,0,6,6,2
1.0,0.0,1,2,7458.0,2020-02-01,2020,0,6,6,1
2.0,0.0,1,1,15504.0,2011-05-01,2026,0,15,0,2
1.0,1.0,1,1,5600.0,2026-08-01,2019,0,0,7,1
1.0,0.0,1,2,3117.0,2001-03-01,2006,0,25,20,1
2.0,0.0,1,1,14007.0,2000-07-01,2015,0,26,11,2
2.0,0.0,1,2,13390.0,2008-12-01,2010,0,18,16,2
2.0,0.0,1,2,35649.0,2006-06-01,2025,0,20,1,2
1.0,1.0,0,2,10000.0,2006-12-01,2026,0,20,0,1
2.0,1.0,1,2,63.0,2009-08-01,2014,0,17,12,2
1.0,0.0,1,2,24878.0,2008-08-01,2025,0,18,1,1
1.0,0.0,1,2,9213.0,2005-08-01,2024,0,21,2,1
2.0,0.0,1,2,23538.0,2011-08-01,2025,0,15,1,2
2.0,0.0,1,2,15658.0,2016-09-01,2016,0,10,10,2
1.0,1.0,1,1,8900.0,2006-03-01,2025,0,20,1,1
1.0,0.0,1,1,12782.0,2011-02-01,2025,0,15,1,1
2.0,0.0,1,1,17297.0,2010-10-01,2010,0,16,16,2
1.0,1.0,1,1,10600.0,1994-08-01,2025,0,32,1,1
1.0,0.0,1,1,10644.0,2005-02-01,2025,0,21,1,1
2.0,0.0,1,1,13438.0,2013-09-01,2013,0,13,13,2
2.0,1.0,1,2,9300.0,2010-02-01,2010,0,16,16,2
2.0,0.0,1,2,34175.0,2009-07-01,2025,0,17,1,2
2.0,0.0,1,2,367.0,2006-12-01,2010,0,20,16,2
1.0,0.0,1,2,441.0,2009-09-01,2014,0,17,12,1
1.0,0.0,1,2,11087.0,2010-05-01,2025,0,16,1,1
1.0,0.0,1,2,15305.0,2017-05-01,2017,0,9,9,1
2.0,0.0,1,2,11268.0,2009-02-01,2013,0,17,13,2
1.0,0.0,1,2,21502.0,2018-09-01,2018,0,8,8,1
1.0,0.0,1,2,2042.0,2006-03-01,2013,0,20,13,1
1.0,0.0,1,1,13922.0,2006-02-01,2026,0,20,0,1
1.0,1.0,1,2,13100.0,2006-10-01,2006,0,20,20,0
2.0,0.0,1,2,15227.0,2008-02-01,2015,0,18,11,2
2.0,1.0,1,2,3300.0,2010-02-01,2010,0,16,16,2
2.0,0.0,1,1,19829.0,2005-11-01,2010,0,21,16,2
1.0,1.0,1,1,55.0,2026-09-01,2010,0,0,16,1
2.0,1.0,1,1,37600.0,2026-11-01,2006,0,0,20,2
1.0,0.0,1,2,16325.0,2015-12-01,2015,0,11,11,1
1.0,0.0,1,1,17885.0,2005-04-01,2010,0,21,16,1
2.0,0.0,1,1,24827.0,2003-11-01,2022,0,23,4,2
1.0,0.0,1,1,30704.0,2015-05-01,2015,0,11,11,1
2.0,0.0,1,2,13637.0,2010-06-01,2026,0,16,0,2
1.0,0.0,1,1,2504.0,2009-10-01,2016,0,17,10,1
2.0,0.0,1,1,15535.0,2006-11-01,2015,0,20,11,2
1.0,0.0,1,1,14898.0,2008-08-01,2022,0,18,4,1
1.0,0.0,1,2,9696.0,2008-02-01,2014,0,18,12,1
2.0,0.0,1,1,22310.0,2009-09-01,2025,0,17,1,2
1.0,1.0,1,2,9200.0,2020-02-01,2020,0,6,6,1
1.0,0.0,1,1,21244.0,2020-02-01,2020,0,6,6,1
2.0,0.0,0,2,20751.0,2020-02-01,2020,0,6,6,2
1.0,0.0,1,2,16347.0,2026-03-01,2010,0,0,16,1
2.0,0.0,1,1,23404.0,2010-07-01,2026,0,16,0,2
2.0,0.0,1,2,20930.0,2002-10-01,2022,0,24,4,2
2.0,0.0,1,2,23014.0,2013-03-01,2013,0,13,13,2
1.0,1.0,1,1,11500.0,2026-05-01,2007,0,0,19,0
1.0,1.0,1,2,13000.0,2008-02-01,2024,0,18,2,0
2.0,0.0,1,1,21102.0,2016-04-01,2016,0,10,10,2
2.0,1.0,1,1,60.0,2006-09-01,2024,0,20,2,2
1.0,0.0,1,1,34826.0,2015-08-01,2015,0,11,11,1
1.0,0.0,1,2,5307.0,2026-06-01,2010,0,0,16,1
1.0,0.0,1,2,47131.0,2005-07-01,2022,0,21,4,1
1.0,0.0,1,1,6875.0,2010-02-01,2026,0,16,0,1
1.0,0.0,1,1,31747.0,2015-02-01,2015,0,11,11,1
1.0,0.0,1,2,50127.0,2013-02-01,2013,0,13,13,1
1.0,1.0,1,2,21400.0,2010-02-01,2010,0,16,16,0
1.0,0.0,1,2,24614.0,2007-09-01,2026,0,19,0,1
1.0,0.0,1,2,2809.0,2006-09-01,2025,0,20,1,1
1.0,0.0,0,2,15076.0,2003-07-01,2015,0,23,11,1
2.0,0.0,1,1,27646.0,2008-07-01,2024,0,18,2,2
1.0,0.0,1,1,29948.0,2011-04-01,2025,0,15,1,1
2.0,0.0,1,2,28021.0,2003-09-01,2025,0,23,1,2
1.0,1.0,0,1,58.0,2013-12-01,2013,0,13,13,1
1.0,0.0,1,2,19880.0,2020-02-01,2020,0,6,6,1
2.0,0.0,1,1,42670.0,2012-02-01,2026,0,14,0,2
1.0,0.0,1,2,50521.0,2018-06-01,2018,0,8,8,1
1.0,0.0,1,2,27982.0,2010-04-01,2010,0,16,16,1
1.0,0.0,1,1,22886.0,2009-12-01,2024,0,17,2,1
1.0,0.0,1,2,32049.0,2005-05-01,2021,0,21,5,1
1.0,0.0,0,1,45141.0,2008-10-01,2010,0,18,16,1
1.0,1.0,1,1,44.0,2026-10-01,2014,0,0,12,1
1.0,0.0,1,2,5414.0,2011-11-01,2026,0,15,0,1
1.0,0.0,1,2,17846.0,2026-10-01,2025,0,0,1,1
2.0,1.0,1,2,51.0,2010-07-01,2014,0,16,12,2
1.0,1.0,1,1,5600.0,2008-06-01,2025,0,18,1,1
1.0,0.0,1,2,7090.0,2007-05-01,2017,0,19,9,1
1.0,1.0,1,2,7900.0,2001-03-01,2004,0,25,22,0
1.0,0.0,0,1,415.0,2011-06-01,2013,0,15,13,1
2.0,0.0,0,2,12286.0,2026-06-01,2013,0,0,13,2
1.0,0.0,1,1,35175.0,2013-08-01,2013,0,13,13,1
1.0,0.0,1,1,21205.0,2005-06-01,2010,0,21,16,1
1.0,0.0,0,1,25985.0,2017-07-01,2017,0,9,9,1
1.0,0.0,0,1,39431.0,2026-07-01,2022,0,0,4,1
2.0,0.0,1,2,18288.0,2010-08-01,2026,0,16,0,2
1.0,0.0,1,2,12367.0,2008-03-01,2022,0,18,4,1
2.0,1.0,1,1,9500.0,2014-02-01,2014,0,12,12,2
1.0,0.0,1,2,8812.0,2009-09-01,2024,0,17,2,1
1.0,0.0,1,1,13104.0,2008-12-01,2017,0,18,9,1
1.0,0.0,1,1,9454.0,2002-04-01,2007,0,24,19,1
1.0,0.0,1,1,13764.0,2012-11-01,2026,0,14,0,1
1.0,0.0,1,1,14639.0,2018-08-01,2018,0,8,8,1
1.0,0.0,0,2,20277.0,2014-08-01,2014,0,12,12,1
1.0,0.0,1,1,11166.0,2020-02-01,2020,0,6,6,1
1.0,1.0,1,2,7200.0,2007-11-01,2010,0,19,16,1
1.0,0.0,1,1,12389.0,2016-06-01,2016,0,10,10,1
2.0,0.0,1,2,13455.0,2001-11-01,2025,0,25,1,2
2.0,1.0,1,2,48.0,2009-03-01,2013,0,17,13,2
1.0,1.0,1,2,49.0,2009-11-01,2024,0,17,2,1
1.0,1.0,0,1,6800.0,2005-06-01,2024,0,21,2,1
2.0,1.0,1,2,24900.0,2008-05-01,2013,0,18,13,2
1.0,0.0,1,2,23231.0,2020-02-01,2020,0,6,6,1
2.0,1.0,1,2,18.0,2006-03-01,2013,0,20,13,2
1.0,0.0,1,1,13699.0,2019-10-01,2019,0,7,7,1
2.0,1.0,0,2,11700.0,2006-09-01,2010,0,20,16,2
1.0,0.0,1,1,15612.0,2012-11-01,2026,0,14,0,1
1.0,0.0,1,1,4699.0,2007-09-01,2018,0,19,8,1
1.0,0.0,1,1,77778.0,2020-02-01,2020,0,6,6,1
2.0,0.0,0,1,31755.0,2008-07-01,2022,0,18,4,2
1.0,0.0,1,1,28601.0,2012-04-01,2026,0,14,0,1
1.0,1.0,1,2,25900.0,2005-04-01,2025,0,21,1,1
1.0,1.0,1,2,97.0,2001-10-01,2010,0,25,16,1
1.0,0.0,0,2,22553.0,2007-08-01,2010,0,19,16,1
1.0,1.0,1,2,65.0,2010-11-01,2015,0,16,11,1
1.0,0.0,1,2,9141.0,2010-02-01,2025,0,16,1,1
1.0,0.0,1,2,14733.0,2009-12-01,2025,0,17,1,1
2.0,0.0,1,1,15814.0,2002-11-01,2010,0,24,16,2
1.0,0.0,1,1,20816.0,2013-03-01,2013,0,13,13,1
1.0,0.0,1,1,35493.0,2018-08-01,2018,0,8,8,1
1.0,0.0,1,2,58311.0,2013-10-01,2013,0,13,13,1
1.0,1.0,1,1,24700.0,2020-02-01,2020,0,6,6,1
1.0,1.0,1,1,58.0,2007-02-01,2026,0,19,0,1
1.0,1.0,1,2,7400.0,2009-03-01,2017,0,17,9,0
1.0,0.0,1,2,11310.0,2008-12-01,2026,0,18,0,1
1.0,1.0,0,2,7200.0,2011-02-01,2025,0,15,1,1
1.0,0.0,1,1,32325.0,2016-09-01,2016,0,10,10,1
1.0,0.0,1,1,13612.0,2011-05-01,2025,0,15,1,1
2.0,0.0,1,1,11168.0,2009-11-01,2024,0,17,2,2
1.0,1.0,1,1,61.0,2008-04-01,2024,0,18,2,1
1.0,0.0,1,1,12103.0,2019-02-01,2019,0,7,7,1
1.0,1.0,1,2,7900.0,2009-05-01,2010,0,17,16,0
1.0,0.0,1,1,11408.0,2012-03-01,2026,0,14,0,1
1.0,0.0,1,1,22362.0,2010-09-01,2014,0,16,12,1
2.0,0.0,1,1,14993.0,2020-02-01,2020,0,6,6,2
1.0,0.0,1,1,29716.0,2009-12-01,2025,0,17,1,1
2.0,0.0,1,1,19258.0,2009-08-01,2025,0,17,1,2
2.0,1.0,1,3,13400.0,2009-05-01,2025,0,17,1,2
2.0,0.0,1,1,20961.0,2026-09-01,2010,0,0,16,2
1.0,1.0,1,2,10500.0,2003-05-01,2016,0,23,10,1
2.0,1.0,1,2,11300.0,2016-05-01,2016,0,10,10,2
1.0,0.0,1,1,13866.0,2018-02-01,2018,0,8,8,1
1.0,1.0,1,1,6100.0,2020-02-01,2020,0,6,6,0
2.0,0.0,0,1,3728.0,2010-10-01,2010,0,16,16,2
1.0,1.0,1,1,7400.0,2001-07-01,2007,0,25,19,0
1.0,1.0,1,1,77.0,2009-09-01,2024,0,17,2,1
2.0,0.0,1,1,12299.0,2005-03-01,2007,0,21,19,2
1.0,0.0,1,2,2172.0,2009-06-01,2017,0,17,9,1
1.0,1.0,1,1,65.0,2012-11-01,2026,0,14,0,1
1.0,0.0,1,1,17993.0,2012-06-01,2026,0,14,0,1
1.0,0.0,1,2,16398.0,2005-12-01,2021,0,21,5,1
1.0,0.0,1,2,21284.0,1998-06-01,2016,0,28,10,1
2.0,0.0,0,2,13022.0,2015-06-01,2015,0,11,11,2
2.0,1.0,1,1,8500.0,2020-02-01,2020,0,6,6,2
2.0,0.0,1,1,34123.0,2009-06-01,2024,0,17,2,2
1.0,0.0,1,1,25670.0,2025-05-01,2010,0,1,16,1
1.0,1.0,1,1,9000.0,2025-05-01,2026,0,1,0,1
2.0,0.0,1,2,8280.0,2008-12-01,2017,0,18,9,2
1.0,0.0,1,2,9741.0,2001-12-01,2010,0,25,16,1
1.0,0.0,1,2,1326.0,2001-03-01,2025,0,25,1,1
1.0,1.0,1,1,5500.0,2006-03-01,2026,0,20,0,1
1.0,0.0,1,2,16675.0,2009-03-01,2024,0,17,2,1
2.0,0.0,1,1,14277.0,2012-06-01,2026,0,14,0,2
2.0,0.0,1,2,13368.0,2014-04-01,2014,0,12,12,2
1.0,1.0,1,1,12700.0,2007-12-01,2016,0,19,10,1
2.0,0.0,1,1,1342.0,2008-09-01,2022,0,18,4,2
2.0,1.0,1,2,8700.0,2008-05-01,2024,0,18,2,2
2.0,1.0,1,2,75.0,2019-03-01,2019,0,7,7,2
1.0,0.0,1,1,35062.0,2026-02-01,2025,0,0,1,1
2.0,1.0,1,1,16900.0,2011-11-01,2025,0,15,1,2
1.0,1.0,0,2,9000.0,2010-10-01,2010,0,16,16,1
2.0,1.0,1,2,9800.0,2012-09-01,2026,0,14,0,2
1.0,1.0,1,1,10600.0,2008-12-01,2024,0,18,2,1
1.0,0.0,1,2,12189.0,2011-06-01,2025,0,15,1,1
1.0,0.0,1,2,10638.0,2026-09-01,2010,0,0,16,1
1.0,1.0,1,1,13200.0,2002-03-01,2018,0,24,8,1
1.0,1.0,1,2,4800.0,2005-12-01,2024,0,21,2,1
2.0,1.0,1,2,64.0,2018-10-01,2018,0,8,8,2
2.0,1.0,1,1,13800.0,2008-11-01,2022,0,18,4,2
1.0,1.0,1,2,8200.0,2007-03-01,2010,0,19,16,1
2.0,1.0,1,2,12600.0,1996-11-01,2014,0,30,12,2
1.0,0.0,1,2,15552.0,2010-06-01,2014,0,16,12,1
1.0,0.0,1,2,24049.0,2006-07-01,2013,0,20,13,1
2.0,0.0,1,1,17382.0,2020-02-01,2020,0,6,6,2
2.0,0.0,0,1,19483.0,2020-02-01,2020,0,6,6,2
2.0,0.0,1,2,2174.0,2002-12-01,2010,0,24,16,2
1.0,0.0,1,2,25301.0,2014-08-01,2014,0,12,12,1
2.0,1.0,1,2,11000.0,2011-09-01,2013,0,15,13,2
1.0,1.0,1,1,7100.0,2020-02-01,2020,0,6,6,0
1.0,1.0,1,2,57.0,2008-08-01,2022,0,18,4,1
2.0,1.0,0,1,10900.0,2020-02-01,2020,0,6,6,2
1.0,0.0,1,1,10005.0,2012-04-01,2026,0,14,0,1
2.0,0.0,1,1,10627.0,2011-11-01,2025,0,15,1,2
1.0,0.0,1,1,60.0,2026-09-01,2024,0,0,2,1
2.0,0.0,1,1,17383.0,2012-03-01,2026,0,14,0,2
1.0,1.0,1,1,14200.0,2015-06-01,2015,0,11,11,1
1.0,0.0,0,2,11620.0,2010-02-01,2010,0,16,16,1
1.0,1.0,1,1,6900.0,2017-02-01,2017,0,9,9,1
2.0,1.0,0,2,12500.0,2006-10-01,2026,0,20,0,2
1.0,0.0,1,2,14814.0,2008-03-01,2022,0,18,4,1
2.0,0.0,1,2,20756.0,2009-08-01,2024,0,17,2,2
1.0,1.0,1,2,63.0,2009-11-01,2024,0,17,2,1
1.0,1.0,1,1,12100.0,2009-03-01,2010,0,17,16,1
2.0,1.0,1,2,71.0,2007-07-01,2014,0,19,12,2
1.0,1.0,1,2,13000.0,2017-08-01,2017,0,9,9,1
1.0,0.0,1,2,12047.0,2000-04-01,2022,0,26,4,1
1.0,0.0,1,2,14066.0,2010-02-01,2026,0,16,0,1
1.0,1.0,0,2,60.0,2005-05-01,2013,0,21,13,1
1.0,0.0,1,2,2041.0,1997-04-01,2026,0,29,0,1
2.0,1.0,1,1,12700.0,2010-12-01,2025,0,16,1,2
1.0,0.0,1,1,27124.0,2020-02-01,2020,0,6,6,1
1.0,1.0,1,2,6400.0,2020-02-01,2020,0,6,6,0
1.0,0.0,1,2,18171.0,2014-04-01,2014,0,12,12,1
2.0,0.0,1,1,44314.0,2005-07-01,2022,0,21,4,2
1.0,1.0,0,1,12700.0,2001-10-01,2024,0,25,2,0
1.0,0.0,1,1,21007.0,2011-04-01,2025,0,15,1,1
1.0,1.0,0,1,65.0,2008-10-01,2024,0,18,2,1
1.0,0.0,1,2,10405.0,2007-12-01,2025,0,19,1,1
2.0,1.0,1,1,12500.0,2009-09-01,2024,0,17,2,2
2.0,0.0,1,2,19070.0,2007-03-01,2007,0,19,19,2
1.0,0.0,1,2,30950.0,2001-07-01,2006,0,25,20,1
1.0,1.0,1,1,80.0,2009-06-01,2026,0,17,0,1
2.0,0.0,1,1,26394.0,2020-02-01,2020,0,6,6,2
1.0,0.0,1,2,12132.0,2001-11-01,2014,0,25,12,1
1.0,1.0,1,2,1900.0,2013-02-01,2013,0,13,13,1
2.0,0.0,1,2,5507.0,2010-02-01,2010,0,16,16,2
1.0,1.0,1,2,6300.0,2003-10-01,2010,0,23,16,1
1.0,0.0,1,2,19573.0,2008-09-01,2015,0,18,11,1
2.0,0.0,1,2,29543.0,2009-11-01,2025,0,17,1,2
2.0,0.0,0,2,19171.0,2009-06-01,2013,0,17,13,2
1.0,1.0,1,1,72.0,2012-08-01,2026,0,14,0,1
2.0,0.0,1,1,11710.0,2013-10-01,2013,0,13,13,2
2.0,0.0,0,2,24089.0,2010-03-01,2010,0,16,16,2
1.0,0.0,1,1,15900.0,2011-10-01,2025,0,15,1,1
1.0,0.0,1,1,11595.0,2010-12-01,2010,0,16,16,1
1.0,0.0,1,2,13257.0,2011-09-01,2025,0,15,1,1
1.0,1.0,1,1,8200.0,1997-05-01,2007,0,29,19,1
1.0,1.0,1,1,57.0,2025-10-01,2017,0,1,9,1
1.0,0.0,1,1,10412.0,2011-07-01,2017,0,15,9,1
2.0,0.0,1,1,7808.0,2006-05-01,2024,0,20,2,2
1.0,1.0,1,1,16600.0,2008-03-01,2014,0,18,12,1
2.0,1.0,1,1,11000.0,2006-08-01,2017,0,20,9,2
1.0,1.0,1,1,10800.0,2014-06-01,2014,0,12,12,1
2.0,0.0,1,2,38385.0,2011-02-01,2025,0,15,1,2
2.0,0.0,1,1,14625.0,2010-07-01,2010,0,16,16,2
2.0,1.0,0,2,12400.0,2000-04-01,2007,0,26,19,2
1.0,0.0,1,2,24943.0,2006-02-01,2026,0,20,0,1
1.0,1.0,1,2,12300.0,2011-06-01,2025,0,15,1,1
2.0,0.0,1,1,14623.0,2018-06-01,2018,0,8,8,2
1.0,0.0,1,2,15017.0,2012-07-01,2026,0,14,0,1
2.0,1.0,1,1,11100.0,2003-09-01,2025,0,23,1,2
1.0,1.0,1,1,600.0,2009-02-01,2013,0,17,13,1
1.0,0.0,1,1,17220.0,2017-10-01,2017,0,9,9,1
2.0,0.0,1,1,29041.0,2026-11-01,2022,0,0,4,2
1.0,0.0,1,1,25297.0,2006-06-01,2006,0,20,20,1
1.0,1.0,1,1,71.0,2020-02-01,2020,0,6,6,1
2.0,0.0,1,1,21692.0,2011-12-01,2026,0,15,0,2
2.0,0.0,1,1,18384.0,2007-06-01,2024,0,19,2,2
2.0,1.0,1,1,20700.0,2026-09-01,2026,0,0,0,2
1.0,0.0,1,1,20467.0,2018-02-01,2018,0,8,8,1
2.0,1.0,1,1,4400.0,2020-02-01,2020,0,6,6,2
1.0,0.0,1,2,18074.0,2014-10-01,2014,0,12,12,1
1.0,0.0,1,1,37778.0,2020-02-01,2020,0,6,6,1
1.0,0.0,1,2,26822.0,2001-10-01,2007,0,25,19,1
2.0,1.0,1,2,15000.0,1998-05-01,2022,0,28,4,2
1.0,0.0,1,1,8451.0,2010-02-01,2010,0,16,16,1
1.0,1.0,1,2,26.0,2010-11-01,2017,0,16,9,1
2.0,0.0,1,1,20661.0,2010-02-01,2010,0,16,16,2
2.0,0.0,1,2,16523.0,2011-08-01,2025,0,15,1,2
1.0,1.0,1,2,14300.0,2010-09-01,2010,0,16,16,1
1.0,0.0,1,1,10589.0,2006-09-01,2015,0,20,11,1
2.0,0.0,1,1,26982.0,2008-06-01,2022,0,18,4,2
2.0,1.0,1,2,15000.0,2020-02-01,2020,0,6,6,2
2.0,0.0,1,1,26471.0,2011-11-01,2025,0,15,1,2
2.0,0.0,0,1,37656.0,2006-09-01,2010,0,20,16,2
1.0,0.0,1,2,27947.0,2009-12-01,2025,0,17,1,1
1.0,0.0,1,1,29465.0,2010-05-01,2010,0,16,16,1
2.0,0.0,1,1,21070.0,2015-06-01,2015,0,11,11,2
1.0,0.0,1,2,27537.0,2019-03-01,2019,0,7,7,1
1.0,0.0,1,2,13404.0,2002-10-01,2018,0,24,8,1
2.0,0.0,1,1,3016.0,2010-05-01,2025,0,16,1,2
2.0,0.0,1,2,32809.0,2008-11-01,2010,0,18,16,2
1.0,0.0,1,2,16519.0,1998-10-01,2015,0,28,11,1
2.0,0.0,0,2,28759.0,2007-08-01,2014,0,19,12,2
1.0,1.0,1,1,12300.0,2003-10-01,2010,0,23,16,0
2.0,1.0,1,2,4900.0,2026-08-01,2010,0,0,16,2
2.0,0.0,1,1,8980.0,2020-02-01,2020,0,6,6,2
1.0,0.0,1,1,3402.0,2020-02-01,2020,0,6,6,1
2.0,0.0,1,2,34877.0,2010-02-01,2026,0,16,0,2
2.0,1.0,1,1,9900.0,2026-10-01,2014,0,0,12,2
1.0,0.0,1,2,11382.0,2006-06-01,2024,0,20,2,1
2.0,1.0,1,1,7500.0,2007-05-01,2024,0,19,2,2
1.0,0.0,1,1,26764.0,2009-11-01,2014,0,17,12,1
1.0,0.0,1,1,32035.0,2010-05-01,2014,0,16,12,1
1.0,0.0,1,1,11906.0,2013-09-01,2013,0,13,13,1
2.0,1.0,1,2,7000.0,2005-11-01,2018,0,21,8,2
1.0,0.0,1,2,6993.0,2005-08-01,2016,0,21,10,1
2.0,0.0,1,2,1513.0,1994-04-01,2019,0,32,7,2
1.0,0.0,1,1,18204.0,2013-02-01,2013,0,13,13,1
1.0,0.0,1,1,20067.0,2016-04-01,2016,0,10,10,1
2.0,1.0,1,1,14400.0,2005-02-01,2026,0,21,0,2
1.0,0.0,1,1,11355.0,2020-02-01,2020,0,6,6,1
1.0,1.0,1,1,83.0,2008-05-01,2025,0,18,1,1
2.0,0.0,0,1,30903.0,2025-06-01,2022,0,1,4,2
2.0,1.0,1,1,62.0,2014-10-01,2014,0,12,12,2
1.0,0.0,1,2,1936.0,2001-05-01,2010,0,25,16,1
2.0,1.0,1,1,9100.0,2026-03-01,2010,0,0,16,2
2.0,0.0,0,2,25726.0,2011-08-01,2025,0,15,1,2
2.0,1.0,1,2,400.0,2011-07-01,2025,0,15,1,2
1.0,0.0,1,2,20042.0,2002-08-01,2006,0,24,20,1
2.0,1.0,1,1,7700.0,2009-09-01,2024,0,17,2,2
1.0,0.0,1,1,14185.0,2006-10-01,2006,0,20,20,1
1.0,0.0,1,1,26819.0,2020-02-01,2020,0,6,6,1
2.0,1.0,1,2,5800.0,2011-12-01,2025,0,15,1,2
1.0,0.0,1,1,16789.0,2013-09-01,2013,0,13,13,1
1.0,0.0,1,1,14213.0,2013-08-01,2013,0,13,13,1
2.0,1.0,1,2,6400.0,2018-09-01,2018,0,8,8,2
1.0,0.0,1,1,16203.0,2010-08-01,2010,0,16,16,1
1.0,1.0,1,2,52.0,2006-09-01,2025,0,20,1,1
2.0,0.0,1,2,2045.0,2009-02-01,2014,0,17,12,2
2.0,0.0,1,2,21607.0,2010-02-01,2018,0,16,8,2
1.0,0.0,1,2,18109.0,2007-11-01,2010,0,19,16,1
1.0,1.0,1,1,7600.0,2011-04-01,2025,0,15,1,1
1.0,1.0,1,1,9000.0,2006-12-01,2006,0,20,20,0
1.0,1.0,1,1,63.0,2007-10-01,2013,0,19,13,1
1.0,0.0,1,2,7784.0,2010-12-01,2014,0,16,12,1
1.0,0.0,1,1,29761.0,2008-08-01,2010,0,18,16,1
1.0,1.0,1,1,64.0,2009-12-01,2025,0,17,1,1
2.0,1.0,1,2,9000.0,2007-06-01,2024,0,19,2,2
1.0,0.0,1,2,14716.0,2003-12-01,2026,0,23,0,1
1.0,0.0,1,1,23395.0,2010-05-01,2020,0,16,6,1
1.0,0.0,1,1,9883.0,2006-11-01,2010,0,20,16,1
1.0,0.0,0,1,8993.0,2019-05-01,2019,0,7,7,1
2.0,1.0,1,2,7900.0,2010-11-01,2015,0,16,11,2
1.0,1.0,1,2,13.0,2011-07-01,2014,0,15,12,1
2.0,1.0,1,1,9400.0,2008-07-01,2026,0,18,0,2
2.0,1.0,1,2,8000.0,2019-10-01,2019,0,7,7,2
1.0,0.0,1,1,17527.0,2001-06-01,2021,0,25,5,1
1.0,0.0,1,1,11818.0,2013-12-01,2013,0,13,13,1
2.0,1.0,1,2,11600.0,2015-03-01,2015,0,11,11,2
1.0,0.0,0,1,13896.0,2010-10-01,2010,0,16,16,1
1.0,1.0,1,1,16400.0,2011-04-01,2025,0,15,1,1
1.0,0.0,1,2,29717.0,2008-04-01,2022,0,18,4,1
1.0,0.0,1,2,11584.0,2008-11-01,2026,0,18,0,1
1.0,1.0,1,2,9000.0,2015-02-01,2015,0,11,11,1
1.0,1.0,1,1,7400.0,2008-10-01,2024,0,18,2,1
1.0,0.0,1,2,13829.0,2010-03-01,2016,0,16,10,1
1.0,0.0,1,2,4589.0,2025-04-01,2025,0,1,1,1
2.0,1.0,1,2,9000.0,2009-09-01,2025,0,17,1,2
1.0,1.0,1,2,9900.0,2011-11-01,2025,0,15,1,1
1.0,0.0,1,1,11153.0,2011-03-01,2025,0,15,1,1
1.0,0.0,0,1,10671.0,2016-10-01,2016,0,10,10,1
1.0,0.0,0,1,12470.0,2016-07-01,2016,0,10,10,1
1.0,1.0,1,2,8700.0,2020-02-01,2020,0,6,6,1
1.0,1.0,1,1,9400.0,2016-12-01,2016,0,10,10,1
2.0,0.0,1,1,23018.0,2010-07-01,2018,0,16,8,2
1.0,1.0,1,1,2.0,2020-02-01,2020,0,6,6,1
1.0,1.0,1,3,23500.0,2012-04-01,2026,0,14,0,1
1.0,0.0,1,1,15416.0,2014-03-01,2014,0,12,12,1
1.0,1.0,1,1,10100.0,2020-02-01,2020,0,6,6,1
